new_id,batch,sex,ssctotal,sscyear,hsctotal,hscyear,dif_ssc_hsc,dif_hsc_uni,drop_out,semester1_cgpa,semester1_fail,semester2_cgpa,semester2_fail,semester3_cgpa,semester3_fail,semester4_cgpa,semester4_fail,semester5_cgpa,semester5_fail,semester6_cgpa,semester6_fail,semester7_cgpa,semester7_fail,semester8_cgpa,semester8_fail
680,20161,female,4.88,2013.0,4.83,2015.0,0,1,regular,2.5833333333333335,0,2.276315789473684,1,2.5892857142857144,0,2.5892857142857144,0,2.5892857142857144,0,2.5892857142857144,0,2.5892857142857144,0,2.5892857142857144,0
682,20150,male,4.63,2010.0,4.1,2014.0,2,1,regular,2.5,0,2.6315789473684212,0,2.425,1,2.25,2,2.877906976744186,0,2.6785714285714284,1,2.46875,2,2.46875,0
683,20152,male,4.75,2012.0,4.7,2014.0,0,1,regular,2.25,0,1.8421052631578947,2,1.9891304347826086,2,2.043103448275862,1,2.043103448275862,0,2.043103448275862,0,2.043103448275862,0,2.043103448275862,0
684,20150,male,4.5,2012.0,3.8,2014.0,0,1,regular,2.3333333333333335,0,3.210526315789474,0,3.4609375,0,3.4347826086956523,0,3.293103448275862,1,3.232394366197183,0,3.232394366197183,0,3.232394366197183,0
686,20151,male,5.0,2012.0,4.3,2014.0,0,1,dropOut,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0
688,20080,female,4.31,2005.0,3.2,2007.0,0,1,dropOut,3.1666666666666665,0,3.2142857142857144,0,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0
689,20160,male,4.38,2013.0,3.42,2015.0,0,1,dropOut,0.75,2,0.45,4,0.45,0,0.45,0,0.45,0,0.45,0,0.45,0,0.45,0
690,20161,male,4.75,2011.0,3.8,2014.0,1,2,regular,3.1666666666666665,0,2.3552631578947367,1,2.3552631578947367,0,2.3552631578947367,0,2.3552631578947367,0,2.3552631578947367,0,2.3552631578947367,0,2.3552631578947367,0
692,20161,male,4.88,2012.0,4.1,2014.0,0,2,regular,0.0,3,0.8,2,0.8,3,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0
693,20161,male,4.88,2010.0,4.0,2013.0,1,3,regular,2.25,0,2.289473684210526,1,2.673076923076923,0,2.673076923076923,0,2.673076923076923,0,2.673076923076923,0,2.673076923076923,0,2.673076923076923,0
694,20140,male,5.0,2011.0,3.9,2013.0,0,1,regular,3.0,0,2.7386363636363638,0,2.5390625,1,2.3841463414634148,1,2.6145833333333335,0,2.4482758620689653,1,2.21875,3,2.208955223880597,2
697,20131,female,5.0,2010.0,4.4,2012.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
698,20160,male,4.69,2012.0,3.33,2015.0,1,1,regular,2.5,0,2.5113636363636362,0,2.7045454545454546,0,2.648936170212766,0,2.648936170212766,0,2.648936170212766,0,2.648936170212766,0,2.648936170212766,0
702,20161,male,4.19,2013.0,3.67,2015.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
703,20160,male,4.81,2005.0,3.8,2008.0,1,8,regular,4.0,0,4.0,0,4.0,0,3.9473684210526314,0,3.9473684210526314,0,3.9473684210526314,0,3.9473684210526314,0,3.9473684210526314,0
705,20150,female,4.88,2012.0,3.5,2014.0,0,1,regular,1.5833333333333333,1,1.2608695652173914,3,2.225,0,2.05625,2,1.9127906976744187,2,1.9127906976744187,0,1.9127906976744187,0,1.9127906976744187,0
706,20150,male,5.0,2012.0,4.3,2014.0,0,1,dropOut,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
707,20122,male,4.0,2009.0,3.8,2012.0,1,0,dropOut,0.75,2,1.1842105263157894,3,1.7758620689655173,1,1.609375,2,1.609375,0,1.609375,0,1.609375,0,1.609375,0
708,20170,male,4.19,2014.0,3.75,2016.0,0,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
710,20151,male,5.0,2010.0,3.4,2014.0,2,1,regular,2.25,0,1.125,3,2.5454545454545454,0,1.9310344827586208,3,1.9310344827586208,0,1.9310344827586208,0,1.9310344827586208,0,1.9310344827586208,0
713,20170,male,4.69,2014.0,4.17,2016.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
715,20162,male,5.0,2014.0,3.92,2016.0,0,0,regular,2.5,0,2.5217391304347827,0,2.5217391304347827,0,2.5217391304347827,0,2.5217391304347827,0,2.5217391304347827,0,2.5217391304347827,0,2.5217391304347827,0
716,20160,male,4.56,2013.0,4.33,2015.0,0,1,regular,3.0,0,2.8863636363636362,0,2.907142857142857,0,2.652173913043478,1,2.652173913043478,0,2.652173913043478,0,2.652173913043478,0,2.652173913043478,0
717,20150,male,4.75,2012.0,3.7,2014.0,0,1,dropOut,0.8333333333333334,2,0.5769230769230769,4,0.5769230769230769,0,0.5769230769230769,0,0.5769230769230769,0,0.5769230769230769,0,0.5769230769230769,0,0.5769230769230769,0
719,20170,male,5.0,2013.0,5.0,2015.0,0,2,regular,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0,3.5833333333333335,0
720,20142,male,5.0,2012.0,4.5,2014.0,0,0,regular,0.0,2,2.1875,0,2.3068181818181817,1,2.2569444444444446,0,2.3055555555555554,2,2.5,1,2.7454545454545456,0,2.7454545454545456,0
722,20150,male,4.94,2011.0,3.8,2013.0,0,2,regular,1.8333333333333333,1,2.125,0,2.3125,1,2.0785714285714287,2,2.3684210526315788,1,2.2180851063829787,1,2.565,0,2.565,0
723,20120,male,5.0,2008.0,4.3,2010.0,0,2,dropOut,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
724,20160,male,4.25,2013.0,3.75,2015.0,0,1,regular,3.75,0,3.1973684210526314,1,3.8620689655172415,0,3.880952380952381,0,3.880952380952381,0,3.880952380952381,0,3.880952380952381,0,3.880952380952381,0
725,20160,male,4.94,2013.0,3.42,2015.0,0,1,regular,3.3333333333333335,0,3.4545454545454546,0,3.4305555555555554,0,3.265,0,3.265,0,3.265,0,3.265,0,3.265,0
727,20151,male,5.0,2012.0,3.5,2014.0,0,1,regular,0.0,3,0.8333333333333334,2,0.75,3,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0
729,20151,male,3.94,2012.0,4.8,2014.0,0,1,regular,2.1666666666666665,0,2.3295454545454546,0,2.9615384615384617,0,2.88125,0,2.92,0,2.8492063492063493,0,2.8492063492063493,0,2.8492063492063493,0
730,20151,male,4.75,2012.0,4.9,2014.0,0,1,regular,0.6666666666666666,2,1.71875,1,2.33,0,2.1216216216216215,1,2.2556818181818183,1,2.105,2,2.105,0,2.105,0
732,20151,male,4.25,2010.0,3.2,2014.0,2,1,regular,2.0833333333333335,0,1.9772727272727273,1,2.409090909090909,0,2.127906976744186,2,2.265,1,2.25,1,2.25,0,2.25,0
734,20142,male,4.19,2011.0,3.6,2014.0,1,0,regular,2.8333333333333335,0,3.125,0,3.3785714285714286,0,3.27,0,3.2890625,0,3.3214285714285716,0,3.2747252747252746,0,3.3,0
735,20162,male,4.13,2013.0,3.92,2015.0,0,1,dropOut,1.0,2,0.6923076923076923,3,0.6923076923076923,0,0.6923076923076923,0,0.6923076923076923,0,0.6923076923076923,0,0.6923076923076923,0,0.6923076923076923,0
736,20170,female,5.0,2013.0,5.0,2016.0,1,1,regular,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0
738,20170,male,4.25,2013.0,3.33,2016.0,1,1,regular,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0,2.8333333333333335,0
743,20170,male,5.0,2013.0,4.5,2016.0,1,1,regular,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
745,20150,male,4.56,2012.0,3.7,2014.0,0,1,regular,2.3333333333333335,0,1.9473684210526316,1,1.8,1,2.0208333333333335,1,2.0813953488372094,1,1.9456521739130435,2,1.9456521739130435,3,1.9456521739130435,0
746,20150,male,5.0,2011.0,3.3,2014.0,1,1,dropOut,1.3333333333333333,2,0.75,5,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0
749,20161,female,5.0,2013.0,4.58,2015.0,0,1,regular,3.3333333333333335,0,3.3181818181818183,0,3.2941176470588234,0,3.2941176470588234,0,3.2941176470588234,0,3.2941176470588234,0,3.2941176470588234,0,3.2941176470588234,0
750,20160,male,5.0,2013.0,4.17,2015.0,0,1,regular,3.25,0,3.1931818181818183,0,2.6838235294117645,1,2.604651162790698,2,2.604651162790698,0,2.604651162790698,0,2.604651162790698,0,2.604651162790698,0
751,20162,male,5.0,2012.0,5.0,2014.0,0,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
752,20100,male,3.82,2004.0,3.91,2009.0,3,1,dropOut,2.607142857142857,0,2.1,1,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0
754,20090,male,4.25,2006.0,3.5,2000.0,-8,9,dropOut,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0
755,20161,male,3.94,2012.0,4.2,2014.0,0,2,regular,2.25,0,1.9090909090909092,2,2.1517857142857144,1,2.1517857142857144,0,2.1517857142857144,0,2.1517857142857144,0,2.1517857142857144,0,2.1517857142857144,0
756,20170,male,5.0,2014.0,4.58,2016.0,0,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
757,20161,male,4.88,2012.0,5.0,2014.0,0,2,regular,0.0,4,1.6,0,1.75,2,1.75,0,1.75,0,1.75,0,1.75,0,1.75,0
758,20170,male,4.56,2014.0,3.58,2016.0,0,1,regular,1.3333333333333333,1,1.3333333333333333,0,1.3333333333333333,0,1.3333333333333333,0,1.3333333333333333,0,1.3333333333333333,0,1.3333333333333333,0,1.3333333333333333,0
760,20170,female,5.0,2013.0,5.0,2016.0,1,1,regular,1.5,1,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0
762,20141,female,5.0,2010.0,4.4,2012.0,0,2,regular,3.0625,0,2.8653846153846154,1,2.8402777777777777,1,2.601063829787234,2,2.4533898305084745,1,2.3181818181818183,4,2.3181818181818183,0,2.3181818181818183,0
764,20161,male,5.0,2011.0,5.0,2013.0,0,3,regular,1.5,2,2.28125,0,3.125,0,3.125,0,3.125,0,3.125,0,3.125,0,3.125,0
766,20161,male,5.0,2013.0,4.25,2015.0,0,1,regular,4.0,0,3.9318181818181817,0,3.8285714285714287,0,3.8285714285714287,0,3.8285714285714287,0,3.8285714285714287,0,3.8285714285714287,0,3.8285714285714287,0
768,20162,female,3.75,2012.0,4.9,2014.0,0,2,dropOut,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
769,20151,female,5.0,2012.0,5.0,2014.0,0,1,regular,2.0,0,2.7282608695652173,0,2.9545454545454546,0,2.9464285714285716,0,2.6545454545454548,2,2.6545454545454548,0,2.6545454545454548,0,2.6545454545454548,0
770,20160,male,4.63,2013.0,4.75,2015.0,0,1,regular,0.8333333333333334,2,2.85,0,2.7211538461538463,0,2.835714285714286,0,2.835714285714286,0,2.835714285714286,0,2.835714285714286,0,2.835714285714286,0
771,20160,male,5.0,2012.0,3.8,2014.0,0,2,regular,3.0,0,2.477272727272727,1,2.640625,0,2.4829545454545454,1,2.4829545454545454,0,2.4829545454545454,0,2.4829545454545454,0,2.4829545454545454,0
775,20132,male,4.38,2010.0,4.3,2013.0,1,0,dropOut,2.1666666666666665,1,1.625,2,1.6,2,1.6,1,1.6,0,1.6,0,1.6,0,1.6,0
781,20160,female,5.0,2011.0,5.0,2013.0,0,3,regular,3.25,0,3.409090909090909,0,3.409090909090909,0,3.409090909090909,0,3.409090909090909,0,3.409090909090909,0,3.409090909090909,0,3.409090909090909,0
784,20170,male,4.31,2014.0,3.92,2016.0,0,1,regular,1.5,1,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0
785,20160,female,4.44,2012.0,5.0,2014.0,0,2,regular,3.1666666666666665,0,2.522727272727273,1,2.22,1,2.22,0,2.22,0,2.22,0,2.22,0,2.22,0
786,20151,female,5.0,2011.0,4.6,2014.0,1,1,regular,2.3333333333333335,0,2.6052631578947367,0,2.8125,0,2.7567567567567566,0,2.8097826086956523,0,2.7767857142857144,0,2.7767857142857144,0,2.7767857142857144,0
789,20150,male,4.75,2012.0,5.0,2014.0,0,1,regular,1.5833333333333333,1,2.0714285714285716,1,2.6666666666666665,0,2.75,0,2.9239130434782608,0,2.8679245283018866,1,3.4318181818181817,0,3.4318181818181817,0
792,20151,male,4.69,2011.0,3.9,2013.0,0,2,regular,2.4166666666666665,0,2.532608695652174,0,2.3402777777777777,1,2.488095238095238,0,2.1971153846153846,3,2.0991379310344827,4,2.0991379310344827,0,2.0991379310344827,0
795,20170,male,5.0,2013.0,4.92,2015.0,0,2,regular,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
796,20150,female,4.81,2011.0,4.5,2013.0,0,2,regular,3.25,0,3.1931818181818183,0,3.2857142857142856,0,3.0989583333333335,1,3.159090909090909,0,3.1828358208955225,0,3.2974683544303796,0,3.2974683544303796,0
797,20160,female,5.0,2012.0,5.0,2014.0,0,2,regular,4.0,0,3.9318181818181817,0,3.9444444444444446,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0
800,20151,male,5.0,2010.0,3.4,2013.0,1,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
802,20170,male,5.0,2013.0,4.67,2015.0,0,2,regular,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0
804,20151,male,5.0,2010.0,4.7,2012.0,0,3,regular,4.0,0,3.6630434782608696,0,3.6474358974358974,0,3.5185185185185186,0,3.50390625,0,3.52027027027027,0,3.52027027027027,0,3.52027027027027,0
805,20160,male,5.0,2013.0,3.92,2015.0,0,1,regular,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
806,20150,male,5.0,2009.0,3.9,2013.0,2,2,regular,3.0,0,2.9642857142857144,0,3.057142857142857,0,2.88265306122449,2,2.933333333333333,1,2.7936507936507935,2,2.780821917808219,1,2.780821917808219,0
807,20150,male,5.0,2011.0,4.1,2013.0,0,2,regular,2.0833333333333335,0,2.0795454545454546,1,2.340909090909091,0,2.4767441860465116,1,2.657608695652174,1,2.6651785714285716,1,2.7007575757575757,0,2.7007575757575757,0
809,20152,male,5.0,2008.0,5.0,2010.0,0,5,regular,3.3333333333333335,0,3.090909090909091,0,3.1953125,0,3.354651162790698,0,3.4473684210526314,0,3.4473684210526314,0,3.4473684210526314,0,3.4473684210526314,0
811,20150,female,4.44,2011.0,3.7,2014.0,1,1,regular,2.75,0,2.7613636363636362,0,2.75,0,2.744565217391304,0,2.5720338983050848,1,2.772727272727273,0,2.772727272727273,0,2.772727272727273,0
812,20151,male,5.0,2012.0,4.5,2014.0,0,1,regular,3.5,0,3.0657894736842106,0,2.765625,1,2.798780487804878,0,2.8206521739130435,2,2.8206521739130435,0,2.8206521739130435,0,2.8206521739130435,0
818,20132,female,3.75,2010.0,3.6,2013.0,1,0,dropOut,1.25,1,1.25,0,1.25,0,1.25,0,1.25,0,1.25,0,1.25,0,1.25,0
819,20150,male,4.13,2011.0,4.7,2013.0,0,2,regular,0.0,1,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
820,20132,female,4.56,2011.0,4.7,2013.0,0,0,regular,3.3333333333333335,0,2.840909090909091,1,2.232142857142857,3,2.875,1,2.841463414634146,1,2.4375,4,2.263392857142857,2,2.263392857142857,0
821,20170,male,4.5,2013.0,3.67,2016.0,1,1,regular,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0
823,20161,male,4.56,2013.0,4.33,2015.0,0,1,regular,3.4166666666666665,0,3.3295454545454546,0,3.5303030303030303,0,3.5303030303030303,0,3.5303030303030303,0,3.5303030303030303,0,3.5303030303030303,0,3.5303030303030303,0
824,20170,male,4.13,2013.0,3.75,2016.0,1,1,regular,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
829,20161,male,5.0,2013.0,3.92,2015.0,0,1,regular,0.8333333333333334,2,0.7894736842105263,3,0.6818181818181818,4,0.6818181818181818,0,0.6818181818181818,0,0.6818181818181818,0,0.6818181818181818,0,0.6818181818181818,0
831,20162,male,5.0,2014.0,5.0,2016.0,0,0,regular,3.5833333333333335,0,3.522727272727273,0,3.522727272727273,0,3.522727272727273,0,3.522727272727273,0,3.522727272727273,0,3.522727272727273,0,3.522727272727273,0
832,20160,female,5.0,2012.0,4.1,2014.0,0,2,regular,1.1666666666666667,2,3.2,0,3.0277777777777777,0,3.0961538461538463,0,3.0961538461538463,0,3.0961538461538463,0,3.0961538461538463,0,3.0961538461538463,0
833,20170,male,4.81,2013.0,3.58,2016.0,1,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
836,20160,male,5.0,2013.0,3.92,2015.0,0,1,regular,2.5833333333333335,0,2.475,0,2.475,0,2.475,0,2.475,0,2.475,0,2.475,0,2.475,0
838,20162,male,4.94,2013.0,4.08,2015.0,0,1,dropOut,1.0833333333333333,2,2.5625,1,2.5625,0,2.5625,0,2.5625,0,2.5625,0,2.5625,0,2.5625,0
839,20160,male,4.44,2013.0,3.67,2015.0,0,1,regular,1.6666666666666667,1,2.5625,0,2.5357142857142856,0,2.5460526315789473,0,2.5460526315789473,0,2.5460526315789473,0,2.5460526315789473,0,2.5460526315789473,0
840,20150,female,5.0,2012.0,4.3,2014.0,0,1,regular,2.75,0,3.352272727272727,0,3.3958333333333335,0,3.443877551020408,0,3.4682539682539684,0,3.3181818181818183,0,3.382183908045977,0,3.382183908045977,0
841,20151,female,4.75,2012.0,4.0,2014.0,0,1,regular,1.5,1,2.671875,0,2.7589285714285716,0,2.7756410256410255,0,2.565,2,2.6271186440677967,1,2.6271186440677967,0,2.6271186440677967,0
843,20160,male,4.06,2012.0,3.7,2014.0,0,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
845,20161,female,5.0,2013.0,4.5,2015.0,0,1,regular,4.0,0,3.902173913043478,0,3.9166666666666665,0,3.9166666666666665,0,3.9166666666666665,0,3.9166666666666665,0,3.9166666666666665,0,3.9166666666666665,0
846,20160,female,5.0,2013.0,4.25,2015.0,0,1,regular,1.8333333333333333,1,1.828125,2,2.467391304347826,0,2.453125,0,2.453125,0,2.453125,0,2.453125,0,2.453125,0
847,20142,male,4.69,2012.0,4.8,2014.0,0,0,regular,0.0,3,0.0,4,0.0,4,0.0,4,0.6625,1,1.4125,1,1.4125,0,1.4125,0
849,20132,male,5.0,2011.0,4.1,2013.0,0,0,dropOut,1.75,1,1.3125,2,1.3125,0,1.3125,0,1.3125,0,1.3125,0,1.3125,0,1.3125,0
850,20170,female,5.0,2014.0,5.0,2016.0,0,1,regular,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0
852,20170,male,5.0,2014.0,5.0,2016.0,0,1,regular,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0,3.1666666666666665,0
854,20170,male,4.75,2014.0,4.75,2016.0,0,1,regular,1.4166666666666667,1,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0
858,20170,male,4.88,2014.0,5.0,2016.0,0,1,regular,0.9166666666666666,2,0.9166666666666666,0,0.9166666666666666,0,0.9166666666666666,0,0.9166666666666666,0,0.9166666666666666,0,0.9166666666666666,0,0.9166666666666666,0
860,20162,male,5.0,2014.0,5.0,2016.0,0,0,regular,2.25,1,2.977272727272727,0,2.977272727272727,0,2.977272727272727,0,2.977272727272727,0,2.977272727272727,0,2.977272727272727,0,2.977272727272727,0
861,20100,male,3.94,2006.0,2.9,2009.0,1,1,dropOut,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
863,20170,male,4.94,2014.0,3.75,2016.0,0,1,regular,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0
865,20170,male,5.0,2012.0,4.4,2014.0,0,3,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
867,20150,male,5.0,2010.0,4.0,2012.0,0,3,regular,0.0,2,0.0,4,0.0,4,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0
869,20142,male,4.94,2011.0,4.7,2013.0,0,1,regular,3.3333333333333335,0,3.5681818181818183,0,3.6944444444444446,0,3.688775510204082,0,3.7418032786885247,0,3.76,0,3.7698863636363638,0,3.7622549019607843,0
870,20142,female,4.63,2006.0,3.4,2008.0,0,6,regular,1.725,2,2.5625,0,2.5625,0,2.5625,0,2.5625,0,2.5625,0,2.5625,0,2.5625,0
872,20150,male,5.0,2011.0,4.0,2013.0,0,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
873,20160,male,5.0,2013.0,5.0,2015.0,0,1,regular,3.1666666666666665,0,3.522727272727273,0,3.6527777777777777,0,3.53,0,3.53,0,3.53,0,3.53,0,3.53,0
874,20161,male,5.0,2013.0,4.25,2015.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
879,20162,female,5.0,2013.0,3.67,2016.0,1,0,regular,3.3333333333333335,0,3.4318181818181817,0,3.4318181818181817,0,3.4318181818181817,0,3.4318181818181817,0,3.4318181818181817,0,3.4318181818181817,0,3.4318181818181817,0
884,20170,male,5.0,2014.0,5.0,2016.0,0,1,regular,1.0,2,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0
885,20161,male,4.06,2011.0,3.6,2013.0,0,3,dropOut,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
886,20161,male,5.0,2012.0,5.0,2014.0,0,2,regular,3.1666666666666665,0,3.1136363636363638,0,2.7803030303030303,1,2.7803030303030303,0,2.7803030303030303,0,2.7803030303030303,0,2.7803030303030303,0,2.7803030303030303,0
887,20160,male,5.0,2013.0,4.5,2015.0,0,1,regular,1.3333333333333333,1,2.1973684210526314,0,1.6724137931034482,4,1.6724137931034482,3,1.6724137931034482,0,1.6724137931034482,0,1.6724137931034482,0,1.6724137931034482,0
888,20151,male,3.81,2010.0,3.9,2014.0,2,1,regular,2.6666666666666665,0,2.225,1,2.1826923076923075,3,2.7327586206896552,1,2.2642857142857142,3,2.2642857142857142,0,2.2642857142857142,0,2.2642857142857142,0
890,20161,male,5.0,2011.0,3.9,2013.0,0,3,regular,3.3333333333333335,0,3.397727272727273,0,3.1911764705882355,0,3.1911764705882355,0,3.1911764705882355,0,3.1911764705882355,0,3.1911764705882355,0,3.1911764705882355,0
892,20150,male,4.44,2012.0,4.6,2014.0,0,1,regular,1.3333333333333333,1,1.5,1,1.44,3,1.2857142857142858,4,1.7410714285714286,2,1.5234375,4,1.7109375,2,1.7109375,0
897,20170,male,4.63,2014.0,3.25,2016.0,0,1,regular,2.25,0,2.25,0,2.25,0,2.25,0,2.25,0,2.25,0,2.25,0,2.25,0
898,20161,female,4.94,2012.0,4.8,2014.0,0,2,regular,3.25,0,3.397727272727273,0,3.4714285714285715,0,3.4714285714285715,0,3.4714285714285715,0,3.4714285714285715,0,3.4714285714285715,0,3.4714285714285715,0
899,20142,male,4.19,2011.0,4.1,2013.0,0,1,regular,3.0,0,3.0795454545454546,0,2.6875,1,2.8095238095238093,0,2.865740740740741,0,2.726923076923077,1,2.897887323943662,1,2.9012345679012346,1
900,20142,male,4.75,2011.0,4.8,2013.0,0,1,regular,1.8333333333333333,1,2.3068181818181817,0,2.621212121212121,0,2.4829545454545454,1,2.307017543859649,1,2.46484375,0,2.469178082191781,0,2.3518518518518516,3
901,20131,male,4.63,2008.0,3.0,2012.0,2,1,dropOut,2.3333333333333335,1,1.5263157894736843,2,1.0357142857142858,3,1.0357142857142858,0,1.0357142857142858,0,1.0357142857142858,0,1.0357142857142858,0,1.0357142857142858,0
902,20140,male,4.56,2005.0,3.5,2007.0,0,7,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
904,20160,female,4.69,2013.0,4.25,2015.0,0,1,dropOut,3.1666666666666665,0,1.2954545454545454,5,1.2954545454545454,0,1.2954545454545454,0,1.2954545454545454,0,1.2954545454545454,0,1.2954545454545454,0,1.2954545454545454,0
905,20130,male,5.0,2010.0,4.5,2012.0,0,1,dropOut,1.625,1,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0
907,20132,female,4.69,2009.0,3.9,2011.0,0,2,dropOut,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
912,20132,male,4.06,2009.0,2.5,2012.0,1,1,dropOut,3.0,0,1.4210526315789473,4,1.4210526315789473,0,1.4210526315789473,0,1.4210526315789473,0,1.4210526315789473,0,1.4210526315789473,0,1.4210526315789473,0
913,20161,male,4.88,2013.0,4.92,2015.0,0,1,regular,1.0,2,0.6,2,1.0657894736842106,3,1.0657894736842106,0,1.0657894736842106,0,1.0657894736842106,0,1.0657894736842106,0,1.0657894736842106,0
914,20160,male,4.31,2008.0,3.3,2010.0,0,6,dropOut,2.8333333333333335,0,1.9090909090909092,3,1.9090909090909092,0,1.9090909090909092,0,1.9090909090909092,0,1.9090909090909092,0,1.9090909090909092,0,1.9090909090909092,0
915,20150,male,4.94,2012.0,4.5,2014.0,0,1,regular,0.0,3,0.0,4,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0
917,20140,male,4.81,2011.0,4.7,2013.0,0,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
918,20112,male,4.81,2007.0,3.8,2009.0,0,2,dropOut,2.85,0,2.0543478260869565,2,1.96875,1,2.1363636363636362,0,2.460227272727273,0,2.7098214285714284,0,2.734848484848485,0,2.375,4
920,20160,female,5.0,2012.0,5.0,2014.0,0,2,regular,3.6666666666666665,0,3.5568181818181817,0,3.6458333333333335,0,3.51,0,3.51,0,3.51,0,3.51,0,3.51,0
921,20162,female,4.63,2013.0,4.08,2016.0,1,0,regular,3.8333333333333335,0,3.6363636363636362,0,3.6363636363636362,0,3.6363636363636362,0,3.6363636363636362,0,3.6363636363636362,0,3.6363636363636362,0,3.6363636363636362,0
